case_name_en,case_name_zh,release_date,rarity_en,rarity_zh,item_name_en,item_name_zh,weapon,finish,source_url,steamdt_market_hash_name
Chroma 2 Case,,,Covert,隐秘级,★ Flip Knife | Doppler (Black Pearl),,★ Flip Knife,Doppler (Black Pearl),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Flip Knife | Doppler (Ruby),,★ Flip Knife,Doppler (Ruby),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Flip Knife | Doppler (Sapphire),,★ Flip Knife,Doppler (Sapphire),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Flip Knife | Damascus Steel,,★ Flip Knife,Damascus Steel,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Flip Knife | Marble Fade,,★ Flip Knife,Marble Fade,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Flip Knife | Tiger Tooth,,★ Flip Knife,Tiger Tooth,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Flip Knife | Rust Coat,,★ Flip Knife,Rust Coat,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Flip Knife | Ultraviolet,,★ Flip Knife,Ultraviolet,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Phase 1),,★ Gut Knife,Doppler (Phase 1),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Phase 2),,★ Gut Knife,Doppler (Phase 2),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Phase 3),,★ Gut Knife,Doppler (Phase 3),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Phase 4),,★ Gut Knife,Doppler (Phase 4),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Black Pearl),,★ Gut Knife,Doppler (Black Pearl),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Ruby),,★ Gut Knife,Doppler (Ruby),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Sapphire),,★ Gut Knife,Doppler (Sapphire),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Damascus Steel,,★ Gut Knife,Damascus Steel,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Marble Fade,,★ Gut Knife,Marble Fade,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Tiger Tooth,,★ Gut Knife,Tiger Tooth,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Rust Coat,,★ Gut Knife,Rust Coat,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Gut Knife | Ultraviolet,,★ Gut Knife,Ultraviolet,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Doppler (Phase 1),,★ Karambit,Doppler (Phase 1),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Doppler (Phase 2),,★ Karambit,Doppler (Phase 2),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Doppler (Phase 3),,★ Karambit,Doppler (Phase 3),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Doppler (Phase 4),,★ Karambit,Doppler (Phase 4),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Doppler (Black Pearl),,★ Karambit,Doppler (Black Pearl),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Doppler (Ruby),,★ Karambit,Doppler (Ruby),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Doppler (Sapphire),,★ Karambit,Doppler (Sapphire),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Damascus Steel,,★ Karambit,Damascus Steel,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Marble Fade,,★ Karambit,Marble Fade,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Tiger Tooth,,★ Karambit,Tiger Tooth,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Rust Coat,,★ Karambit,Rust Coat,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ Karambit | Ultraviolet,,★ Karambit,Ultraviolet,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Phase 1),,★ M9 Bayonet,Doppler (Phase 1),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Phase 2),,★ M9 Bayonet,Doppler (Phase 2),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Phase 3),,★ M9 Bayonet,Doppler (Phase 3),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Phase 4),,★ M9 Bayonet,Doppler (Phase 4),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Black Pearl),,★ M9 Bayonet,Doppler (Black Pearl),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Ruby),,★ M9 Bayonet,Doppler (Ruby),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Sapphire),,★ M9 Bayonet,Doppler (Sapphire),https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Damascus Steel,,★ M9 Bayonet,Damascus Steel,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Marble Fade,,★ M9 Bayonet,Marble Fade,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Tiger Tooth,,★ M9 Bayonet,Tiger Tooth,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Rust Coat,,★ M9 Bayonet,Rust Coat,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 2 Case,,,Covert,隐秘级,★ M9 Bayonet | Ultraviolet,,★ M9 Bayonet,Ultraviolet,https://counterstrike.fandom.com/wiki/Chroma_2_Case,
Chroma 3 Case,,,Mil-Spec,军规级,Dual Berettas | Ventilators,,Dual Berettas,Ventilators,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Mil-Spec,军规级,G3SG1 | Orange Crash,,G3SG1,Orange Crash,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Mil-Spec,军规级,M249 | Spectre,,M249,Spectre,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Mil-Spec,军规级,MP9 | Bioleak,,MP9,Bioleak,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Mil-Spec,军规级,P2000 | Oceanic,,P2000,Oceanic,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Mil-Spec,军规级,SG 553 | Atlas,,SG 553,Atlas,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Mil-Spec,军规级,Sawed-Off | Fubar,,Sawed-Off,Fubar,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Restricted,受限级,Galil AR | Firefight,,Galil AR,Firefight,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Restricted,受限级,CZ75 Auto | Red Astor,,CZ75 Auto,Red Astor,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Restricted,受限级,XM1014 | Black Tie,,XM1014,Black Tie,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Restricted,受限级,SSG 08 | Ghost Crusader,,SSG 08,Ghost Crusader,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Restricted,受限级,Tec-9 | Re-Entry,,Tec-9,Re-Entry,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Classified,保密级,UMP-45 | Primal Saber,,UMP-45,Primal Saber,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Classified,保密级,P250 | Asiimov,,P250,Asiimov,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Classified,保密级,AUG | Fleet Flock,,AUG,Fleet Flock,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,M4A1-S | Chantico's Fire,,M4A1-S,Chantico's Fire,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,PP-Bizon | Judgement of Anubis,,PP-Bizon,Judgement of Anubis,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Doppler (Phase 1),,★ Bayonet,Doppler (Phase 1),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Doppler (Phase 2),,★ Bayonet,Doppler (Phase 2),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Doppler (Phase 3),,★ Bayonet,Doppler (Phase 3),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Doppler (Phase 4),,★ Bayonet,Doppler (Phase 4),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Doppler (Black Pearl),,★ Bayonet,Doppler (Black Pearl),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Doppler (Ruby),,★ Bayonet,Doppler (Ruby),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Doppler (Sapphire),,★ Bayonet,Doppler (Sapphire),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Damascus Steel,,★ Bayonet,Damascus Steel,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Marble Fade,,★ Bayonet,Marble Fade,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Tiger Tooth,,★ Bayonet,Tiger Tooth,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Rust Coat,,★ Bayonet,Rust Coat,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Bayonet | Ultraviolet,,★ Bayonet,Ultraviolet,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Doppler (Phase 1),,★ Flip Knife,Doppler (Phase 1),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Doppler (Phase 2),,★ Flip Knife,Doppler (Phase 2),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Doppler (Phase 3),,★ Flip Knife,Doppler (Phase 3),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Doppler (Phase 4),,★ Flip Knife,Doppler (Phase 4),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Doppler (Black Pearl),,★ Flip Knife,Doppler (Black Pearl),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Doppler (Ruby),,★ Flip Knife,Doppler (Ruby),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Doppler (Sapphire),,★ Flip Knife,Doppler (Sapphire),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Damascus Steel,,★ Flip Knife,Damascus Steel,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Marble Fade,,★ Flip Knife,Marble Fade,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Tiger Tooth,,★ Flip Knife,Tiger Tooth,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Rust Coat,,★ Flip Knife,Rust Coat,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Flip Knife | Ultraviolet,,★ Flip Knife,Ultraviolet,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Phase 1),,★ Gut Knife,Doppler (Phase 1),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Phase 2),,★ Gut Knife,Doppler (Phase 2),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Phase 3),,★ Gut Knife,Doppler (Phase 3),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Phase 4),,★ Gut Knife,Doppler (Phase 4),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Black Pearl),,★ Gut Knife,Doppler (Black Pearl),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Ruby),,★ Gut Knife,Doppler (Ruby),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Doppler (Sapphire),,★ Gut Knife,Doppler (Sapphire),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Damascus Steel,,★ Gut Knife,Damascus Steel,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Marble Fade,,★ Gut Knife,Marble Fade,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Tiger Tooth,,★ Gut Knife,Tiger Tooth,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Rust Coat,,★ Gut Knife,Rust Coat,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Gut Knife | Ultraviolet,,★ Gut Knife,Ultraviolet,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Doppler (Phase 1),,★ Karambit,Doppler (Phase 1),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Doppler (Phase 2),,★ Karambit,Doppler (Phase 2),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Doppler (Phase 3),,★ Karambit,Doppler (Phase 3),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Doppler (Phase 4),,★ Karambit,Doppler (Phase 4),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Doppler (Black Pearl),,★ Karambit,Doppler (Black Pearl),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Doppler (Ruby),,★ Karambit,Doppler (Ruby),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Doppler (Sapphire),,★ Karambit,Doppler (Sapphire),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Damascus Steel,,★ Karambit,Damascus Steel,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Marble Fade,,★ Karambit,Marble Fade,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Tiger Tooth,,★ Karambit,Tiger Tooth,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Rust Coat,,★ Karambit,Rust Coat,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ Karambit | Ultraviolet,,★ Karambit,Ultraviolet,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Phase 1),,★ M9 Bayonet,Doppler (Phase 1),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Phase 2),,★ M9 Bayonet,Doppler (Phase 2),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Phase 3),,★ M9 Bayonet,Doppler (Phase 3),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Phase 4),,★ M9 Bayonet,Doppler (Phase 4),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Black Pearl),,★ M9 Bayonet,Doppler (Black Pearl),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Ruby),,★ M9 Bayonet,Doppler (Ruby),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Doppler (Sapphire),,★ M9 Bayonet,Doppler (Sapphire),https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Damascus Steel,,★ M9 Bayonet,Damascus Steel,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Marble Fade,,★ M9 Bayonet,Marble Fade,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Tiger Tooth,,★ M9 Bayonet,Tiger Tooth,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Rust Coat,,★ M9 Bayonet,Rust Coat,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma 3 Case,,,Covert,隐秘级,★ M9 Bayonet | Ultraviolet,,★ M9 Bayonet,Ultraviolet,https://counterstrike.fandom.com/wiki/Chroma_3_Case,
Chroma Case,,,Mil-Spec,军规级,Glock-18 | Catacombs,,Glock-18,Catacombs,https://counterstrike.fandom.com/wiki/Chroma_Case,
Chroma Case,,,Mil-Spec,军规级,M249 | System Lock,,M249,System Lock,https://counterstrike.fandom.com/wiki/Chroma_Case,
Chroma Case,,,Mil-Spec,军规级,MP9 | Deadly Poison,,MP9,Deadly Poison,https://counterstrike.fandom.com/wiki/Chroma_Case,
Chroma Case,,,Mil-Spec,军规级,SCAR-20 | Grotto,,SCAR-20,Grotto,https://counterstrike.fandom.com/wiki/Chroma_Case,
Chroma Case,,,Mil-Spec,军规级,XM1014 | Quicksilver,,XM1014,Quicksilver,https://counterstrike.fandom.com/wiki/Chroma_Case,
Chroma Case,,,Restricted,受限级,Dual Berettas | Urban Shock,,Dual Berettas,Urban Shock,https://counterstrike.fandom.com/wiki/Chroma_Case,
Chroma Case,,,Restricted,受限级,Desert Eagle | Naga,,Desert Eagle,Naga,https://counterstrike.fandom.com/wiki/Chroma_Case,
Chroma Case,,,Restricted,受限级,MAC-10 | Malachite,,MAC-10,Malachite,https://counterstrike.fandom.com/wiki/Chroma_Case,
Chroma Case,,,Restricted,受限级,Sawed-Off | Serenity,,Sawed-Off,Serenity,https://counterstrike.fandom.com/wiki/Chroma_Case,
Chroma Case,,,Classified,保密级,AK-47 | Cartel,,AK-47,Cartel,https://counterstrike.fandom.com/wiki/Chroma_Case,
